created_at,username,clip_url
2015-02-28 02:37:00.168844,jef,http://dszi951biamkv.cloudfront.net/clips/videos/2f203943-fa8d-42ba-81dd-418bb9a33f5f/standard.mp4
2015-02-28 03:39:45.217098,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/70000f02-dbfb-4410-8b31-2ca7614225e6/standard.mp4
2015-02-28 03:40:43.716219,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/1f71a792-3821-4b6d-bd67-1214a08a8acc/standard.mp4
2015-02-28 03:43:09.849898,james,http://dszi951biamkv.cloudfront.net/clips/videos/aff61a03-041c-4bd5-87e8-f1e30a2a8060/standard.mp4
2015-02-28 03:43:17.951536,jef,http://dszi951biamkv.cloudfront.net/clips/videos/c88fd95a-84b9-4186-b1a1-878bd0c45534/standard.mp4
2015-02-28 03:43:29.96888,james,http://dszi951biamkv.cloudfront.net/clips/videos/d981ab8f-b56f-4435-a169-f75a4e74e32a/standard.mp4
2015-02-28 03:44:54.546027,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/b791e6e9-7003-4d26-8feb-d5527781faa0/standard.mp4
2015-02-28 03:49:39.227927,anna,http://dszi951biamkv.cloudfront.net/clips/videos/662e203a-e2a4-4d9b-a30c-c02aa7766988/standard.mp4
2015-02-28 04:00:09.496679,jef,http://dszi951biamkv.cloudfront.net/clips/videos/f5354855-0ce9-4e54-a483-eedf0693879a/standard.mp4
2015-02-28 04:00:37.248118,james,http://dszi951biamkv.cloudfront.net/clips/videos/36486a8f-8624-4a58-8f2c-aecf14df478b/standard.mp4
2015-02-28 04:20:05.799662,jef,http://dszi951biamkv.cloudfront.net/clips/videos/f7e194d0-d19f-4672-ada3-07b9965618e1/standard.mp4
2015-02-28 04:26:49.80479,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/74ce2758-5e10-4c74-9a32-56da89c83509/standard.mp4
2015-02-28 04:27:19.65029,jojo,http://dszi951biamkv.cloudfront.net/clips/videos/d2e60087-e1a3-4c9d-bda3-f4c688815f79/standard.mp4
2015-02-28 06:51:40.274034,rachel,http://dszi951biamkv.cloudfront.net/clips/videos/0c29e8f8-1193-4cfc-bd27-f8f7f6894516/standard.mp4
2015-02-28 06:52:01.901002,james,http://dszi951biamkv.cloudfront.net/clips/videos/8419c877-dfc5-4c79-a51b-7253ca584b84/standard.mp4
2015-02-28 06:52:44.20788,jef,http://dszi951biamkv.cloudfront.net/clips/videos/359c1cc4-8f50-46fd-84df-d1178f7cf72f/standard.mp4
2015-02-28 06:52:49.900247,james,http://dszi951biamkv.cloudfront.net/clips/videos/7b09847d-cd34-41b0-9d31-5295e65adaf6/standard.mp4
2015-02-28 06:53:13.295816,jef,http://dszi951biamkv.cloudfront.net/clips/videos/a123e568-58ea-4a1e-8451-20ade01b97f9/standard.mp4
2015-02-28 06:53:19.147213,james,http://dszi951biamkv.cloudfront.net/clips/videos/28b02ffc-7e11-487e-9911-abc399709af7/standard.mp4
2015-02-28 07:14:11.461268,james,http://dszi951biamkv.cloudfront.net/clips/videos/f5090ee5-4e9c-4d02-a897-c1543456158e/standard.mp4
2015-02-28 14:35:02.751502,johnfullard,http://dszi951biamkv.cloudfront.net/clips/videos/fbff86a1-1388-40d0-980d-843a02641aea/standard.mp4
